,_id,Project Name,Customer Name,Connection Site,Stage,MW Connected,MW Increase / Decrease,Cumulative Total Capacity (MW),MW Effective From,Project Status,Agreement Type,HOST TO,Plant Type,Project ID
428,428,Glenmuckloch Pumped Storage,GLENMUCKLOCH PUMPED STORAGE HYDRO LIMITED,Glenmuckloch 132kV Substation,,0,210,210,30/06/2027,Consents Approved,Directly Connected,SPT,Pump Storage,a0l4L0000005isI
429,429,Glenmuckloch Wind Farm,GLENMUCKLOCH RENEWABLE ENERGY LIMITED,Glenmuckloch 132kV Substation,,0,33.6,33.6,30/10/2026,Awaiting Consents,Directly Connected,SPT,Wind Onshore,a0l4L0000005iwR
430,430,Glenrossal Wind Farm,ALLT AN TUIR RENEWABLE ENERGY PARK LIMITED,Shin GSP,,0,50,50,30/09/2027,Scoping,Embedded,SHET,Wind Onshore,a0l4L0000005iNj
431,431,Glenshimmeroch Windfarm,ENERGYFARM UK GLENSHIMMEROCH LLP,Quantans Hill 132kV,,0,50,50,26/08/2027,Consents Approved,Directly Connected,SPT,Wind Onshore,a0l4L0000005in1
432,432,Glens of Foudland Wind (SRO),GLENS OF FOUDLAND WIND FARM LIMITED,Keith GSP,,26,0,26,,Built,Embedded,SHET,Wind Onshore,a0l4L0000005iVz
433,433,Glentaggart Wind Farm,GLENTAGGART WIND LIMITED,Glentaggart WF 33kV Substation,,0,42,42,31/10/2027,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005ik6
434,434,Glen Ullinish Extension,GLEN ULLINISH WF 2 LTD,Glen Ullinish Extension 132/33kV Substation,,0,240,240,01/04/2027,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005iYi
435,435,Glen Ullinish Wind Farm,GLEN ULLINISH WF LIMITED,Glen Ullinish 132/33kV Substation,,0,49.9,49.9,31/10/2026,Consents Approved,Directly Connected,SHET,Wind Onshore,a0l4L0000005isH
436,436,Goole Fields Wind Farm,RWE RENEWABLES UK SWINDON LIMITED,,,32,0,32,,Built,Embedded,NGET,Wind Onshore,a0l4L0000005iVX
437,437,Gordonbush Wind Farm,SSE GENERATION LIMITED,Gordonbush GSP,,108,0,108,,Built,Directly Connected,SHET,Wind Onshore,a0l4L0000005ipO
438,438,Gordonstown Hill Wind Farm,GORDONSTOWN HILL WIND FARM LIMITED,Kintore GSP,,12.5,0,12.5,,Built,Embedded,SHET,Wind Onshore,a0l4L0000005iRk
439,439,Grain,UNIPER UK LIMITED,Grain 400kV Substation,,1517,0,1517,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine); Reactive Compensation,a0l4L0000005im4
440,440,Grain North Power Station,GRAIN NORTH POWER LIMITED,Grain North 132kV Substation,,0,49.99,49.99,30/06/2023,Consents Approved,Directly Connected,NGET,Gas Reciprocating,a0l4L0000005j1S
441,441,Grain South Power Station,Grain South Power Limited,Grain South 132kV Substation,,0,49.99,49.99,30/10/2023,Awaiting Consents,Directly Connected,NGET,Gas Reciprocating,a0l4L0000005ivo
442,442,Grangemouth CHP,GRANGEMOUTH CHP LIMITED,Grangemouth Ineos GSP,,120,0,120,,Built,Embedded,SPT,CHP (Combined Heat and Power),a0l4L0000005iRI
443,443,Greater Gabbard Offshore Wind Farm,GREATER GABBARD OFFSHORE WINDS LIMITED,Gabbard 33/132kV Offshore Substation,,500,0,500,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005iox
444,444,Great Yarmouth,RWE GENERATION UK PLC,,,420,0,420,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iVO
445,445,Greenburn Mixed Technology,REG GREENBURN LIMITED,Greenburn Mixed Technology 132kV Substation,,0,90,90,31/10/2027,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005ibV
446,446,Green Frog @ Alcoa,VIRIDIS 178 LIMITED,,,40,0,40,,Built,Embedded,NGET,OCGT (Open Cycle Gas Turbine),a0l4L0000005iyp
447,447,Green Frog @ Down Barn Farm,VIRIDIS 178 LIMITED,Lovedean 400kV Substation,,20,0,20,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iQJ
448,448,Green Frog @ Goose House Lane,VIRIDIS 178 LIMITED,,,21,0,21,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iR8
449,449,Green Frog @ Letchworth,VIRIDIS 178 LIMITED,Wymondley GSP,,15,0,15,,Built,Embedded,NGET,OCGT (Open Cycle Gas Turbine),a0l4L0000005iVu
450,450,Green Frog @ Moorfield Drive,VIRIDIS 178 LIMITED,Padiham 132kV Substation,,21,0,21,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iRB
451,451,Green Frog @ Rake Lane,VIRIDIS 178 LIMITED,,,21,0,21,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iQD
452,452,Green frog @ The Drove,VIRIDIS 178 LIMITED,,,6,0,6,,Built,Embedded,NGET,OCGT (Open Cycle Gas Turbine),a0l4L0000005izg
453,453,Green Frog at Lester Way,VIRIDIS 178 LIMITED,Cowley GSP,,12,0,12,,Built,Embedded,NGET,OCGT (Open Cycle Gas Turbine),a0l4L0000005iVt
454,546,Invergarry (part of the Garry Cascade),SSE GENERATION LIMITED,,,20,0,20,,Built,Directly Connected,SHET,Hydro,a0l4L0000005ip0
455,454,Greengairs East Wind Farm,GREENGAIRS EAST WIND FARM LIMITED,Cumbernauld GSP,,0,42.64,42.64,25/11/2022,Awaiting Consents,Embedded,SPT,Wind Onshore,a0l4L0000005iXf
456,455,Greenland Wind Farm,Greenland Wind Farm Limited,Greenland 132kV/33kV Substation,,0,99,99,31/10/2034,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005ikg
457,456,Grendon Solar & BESS,ISLAND GREEN POWER UK LIMITED,Grendon GSP (NGED EM),,0,500,500,01/07/2029,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iih
458,457,Gresham House Branxton BESS,BRAXBESS LTD,Branxton 400kV Substation,,0,480,480,30/04/2028,Scoping,Directly Connected,SPT,Energy Storage System,a0l4L0000005iuu
459,458,Gresham House Cockenzie BESS,COCKENZIE STORAGE LIMITED,Cockenzie GSP,,0,240,240,31/07/2026,Scoping,Directly Connected,SPT,Energy Storage System,a0l4L0000005iuF
460,459,Gresham House Gretna BESS,ENERGYHUBDEVELOPMENTS LIMITED,Gretna 400kV Substation,,0,400,400,31/10/2031,Scoping,Directly Connected,SPT,Energy Storage System,a0l4L0000005il0
461,460,Gresham House Kincardine BESS,ELBESS LTD,Kincardine 275kV Substation,,0,300,300,31/10/2028,Scoping,Directly Connected,SPT,Energy Storage System,a0l4L0000005iyM
462,461,Greta III,GRETA III LIMITED,Drakelow 400kV Substation,,0,500,500,30/10/2029,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ikM
463,462,Gretna Synchronous Compensation,GRETNA GRID SERVICES LIMITED,Gretna 400kV Substation,,0,0,0,30/09/2024,Consents Approved,Directly Connected,SPT,Reactive Compensation,a0l4L0000005ibs
464,463,Griffin Wind Farm,GRIFFIN WIND FARM LIMITED,Griffin 132/33kV Substation,,188.6,0,188.6,,Built,Directly Connected,SHET,Wind Onshore,a0l4L0000005ioy
465,464,GT R4 Wind Farm,GREEN INVESTMENT GROUP LIMITED,,,0,1500,1500,01/04/2033,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005izb
466,465,Gunfleet Sands II Offshore Wind Farm,Gunfleet Sands II Ltd,Gunfleet Sands 33/132kV Offshore,,64,0,64,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005iqi
467,466,Gunfleet Sands Offshore Wind Farm,GUNFLEET SANDS LIMITED,Gunfleet Sands 33/132kV Offshore,,99.9,0,99.9,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005iqJ
468,467,Gwynt Alwen WF,WIND 2 LIMITED,Trawsfynydd GSP,,0,108,108,30/04/2027,Scoping,Directly Connected,NGET,Wind Onshore,a0l4L0000005ihM
469,468,Gwynt Glas Offshore Wind Farm,GWYNT GLAS OFFSHORE WIND FARM LIMITED,Alverdiscott 400kV Substation,,0,300,300,31/10/2031,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005iiy
470,469,Gwynt Glas Offshore Wind Farm 2,GWYNT GLAS OFFSHORE WIND FARM LIMITED,Alverdiscott 400kV Substation,,0,1000,1000,06/12/2036,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005j1N
471,470,Gwynt Y Mor Offshore Wind Farm,GWYNT Y MOR OFFSHORE WIND FARM LIMITED,Gwynt y Mor 132/33kV Offshore Substation,,574,0,574,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005iq7
472,471,Hadyard Hill,SSE RENEWABLES WIND FARMS (UK) LIMITED,Maybole 132/33KV Substation,,99.9,0,99.9,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005ioz
473,472,Hagshaw Hill Phase 1,HAGSHAW HILL REPOWERING LTD,Coalburn 132/33kV Substation,,0,30,30,30/05/2024,Consents Approved,Directly Connected,SPT,Wind Onshore,a0l4L0000005io5
474,473,Hagshaw Hill Phase 2,HAGSHAW HILL REPOWERING LTD,Coalburn 132/33kV Substation,,0,54,54,30/05/2024,Consents Approved,Directly Connected,SPT,Wind Onshore,a0l4L0000005io6
475,474,Hagshaw Wind Farm Repowering 2,HAGSHAW REPOWERING 2 LTD,Hagshaw Repowering Phase 3 132kV,,0,84,84,26/04/2029,Scoping,Directly Connected,SPT,Energy Storage System; PV Array (Photo Voltaic/solar); Wind Onshore,a0l4L0000005iwU
476,475,Halbeath,Geocore Ltd,,,0,150,150,31/07/2029,Scoping,Directly Connected,SPT,Demand; Energy Storage System; PV Array (Photo Voltaic/solar); Reactive Compensation,a0l4L0000005ivD
477,476,Halsary Wind Farm,SCOTTISHPOWER RENEWABLES (UK) LIMITED,,,28.5,0,28.5,,Built,Directly Connected,SHET,Wind Onshore,a0l4L0000005ipW
478,477,Hams Hall Green Energy Centre,HAMS HALL GREEN ENERGY LIMITED,Hams Hall 400kV Substation,,0,400,400,30/10/2028,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iir
479,478,Harburnhead Wind Farm,LDV HARBURNHEAD LIMITED,Livingston East GSP,,51.7,0,51.7,,Built,Embedded,SPT,Wind Onshore,a0l4L0000005iVl
480,479,Hare Craig Wind Farm,ENERGYFARM UK HARE CRAIG LLP,Hare Craig 33kV Substation,,0,46.2,46.2,31/10/2027,Awaiting Consents,Directly Connected,SPT,Wind Onshore,a0l4L0000005iys
481,480,Hare Hill Extension Wind Farm,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Coylton GSP,,29.75,0,29.75,,Built,Embedded,SPT,Wind Onshore,a0l4L0000005iPm
482,481,Hareshaw Rig Wind Farm,HARESHAW RIG WF LIMITED,Hopsrig Collector 132/33kV Substation,,0,40,40,30/11/2026,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005ipd
483,482,Harestanes,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Harestanes 132kV Substation,1,125,0,125,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005imb
484,483,Harestanes,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Harestanes 132kV Substation,2,0,38.3,163.3,01/03/2025,Under Construction/Commissioning,Directly Connected,SPT,Wind Onshore,a0l4L0000005imb
485,484,Harker Green Energy Centre,INNOVA RENEWABLES LIMITED,Harker 400kV Substation,,0,400,400,30/10/2028,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005igB
486,485,Harting Rig Wind Farm,BANKS RENEWABLES (HARTING RIG WIND FARM) LIMITED,Harting Rig 132/33kV Substation,,67.2,0,67.2,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005isK
487,486,Hartlepool,EDF ENERGY NUCLEAR GENERATION LIMITED,Hartlepool 275kV Substation,,1207,0,1207,,Built,Directly Connected,NGET,Nuclear,a0l4L0000005ioK
488,487,Hawkers Hill Energy Park,HAWKERS HILL ENERGY PARK LIMITED,Hawkers Hill,,0,20,20,30/06/2022,Awaiting Consents,Embedded,NGET,Energy Storage System,a0l4L0000005iUD
489,488,Hawkwood Wind Farm,Wilson Renewables IV LLP,,,0,34,34,30/04/2030,Scoping,Directly Connected,,,a0l8e000000TPcU
490,489,Heathland Wind Farm,EDF ENERGY RENEWABLES LIMITED,Heathland 132/33kV Substation,,0,80,80,31/03/2027,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005igy
491,490,Heckington Fen Solar Park,ECOTRICITY GENERATION LIMITED,Bicker Fen 400kV Substation,,0,400,400,01/10/2027,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ixu
492,491,Hesta Head Wind Farm,HESTA HEAD WIND FARM LIMITED,Hesta Head 132/33kV Substation,,0,20.4,20.4,31/03/2027,Consents Approved,Directly Connected,SHET,Wind Onshore,a0l4L0000005iyX
493,492,Heysham Green Energy Centre,INNOVA RENEWABLES LIMITED,Heysham 400kV Substation,,0,400,400,30/10/2028,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005igC
494,493,Heysham 2 Power Station,EDF ENERGY NUCLEAR GENERATION LIMITED,Heysham GSP,,1240,0,1240,,Built,Directly Connected,NGET,Nuclear,a0l4L0000005ioL
495,494,High Constellation Windfarm,HIGH CONSTELLATION WINDFARM LIMITED,Crossaig 132kV Substation,,0,50,50,30/04/2025,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005imK
496,495,Highland Wind Farm,AMPYR ENERGY UK DEVELOPMENT LIMITED,,,0,168.2,168.2,31/10/2028,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005iha
497,496,HIGH MARNHAM,TRANQUILITY ENERGY LIMITED,High Marnham GSP,,0,240,240,01/06/2029,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iiv
498,497,High Marnham (Tertiary),ENSO GREEN HOLDINGS LIMITED,High Marnham GSP,1,0,49.9,49.9,31/10/2024,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ip9
499,498,High Marnham (Tertiary),ENSO GREEN HOLDINGS LIMITED,High Marnham GSP,2,0,7.1,57,31/10/2026,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ip9
500,499,High Marnham Solar Farm,ANESCO LIMITED,High Marnham 400kV Substation,,0,99.9,99.9,31/10/2031,Scoping,Directly Connected,NGET,PV Array (Photo Voltaic/solar),a0l4L0000005iY7
501,500,High Mathernock Battery Storage,Forestry Finance Ltd,Devol Moor 132kV Substation,,0,334,334,17/10/2029,Scoping,Directly Connected,SPT,Energy Storage System,a0l4L0000005ivG
502,501,Highview Hunterston East Cryobattery,HVS GRIDCO LTD,Hunterston East 400kV Substation,,0,99.8,99.8,30/06/2024,Scoping,Directly Connected,SPT,Energy Storage System; Reactive Compensation,a0l4L0000005iYk
503,502,Hill of Glaschyle,HILL OF GLASCHYLE RENEWABLES LLP,Berry Burn GSP,,27.6,0,27.6,,Built,Embedded,SHET,Wind Onshore,a0l4L0000005iVw
504,503,Hill of Towie/Drummuir,HILL OF TOWIE LIMITED,Drummuir Windfarm at Keith 33kV Grid Supply Point,,48.3,0,48.3,,Built,Embedded,SHET,Wind Onshore,a0l4L0000005iVn
505,504,Hill of Towie 2 Wind Farm,RENEWABLE ENERGY SYSTEMS LIMITED,Keith GSP,,0,36,36,27/06/2025,Consents Approved,Embedded,SHET,Wind Onshore,a0l4L0000005iRi
506,505,Hinkley Point B,EDF ENERGY NUCLEAR GENERATION LIMITED,Hinkley Point 400kV Substation,,1061,0,1061,,Built,Directly Connected,NGET,Nuclear,a0l4L0000005ioM
507,506,Hinkley Point C,EDF ENERGY NUCLEAR GENERATION LIMITED,Hinkley Point 400kV Substation,1,0,1670,1670,09/02/2026,Under Construction/Commissioning,Directly Connected,NGET,Nuclear,a0l4L0000005ioN
508,507,Hinkley Point C,EDF ENERGY NUCLEAR GENERATION LIMITED,Hinkley Point 400kV Substation,2,0,1670,3340,14/03/2027,Under Construction/Commissioning,Directly Connected,NGET,Nuclear,a0l4L0000005ioN
509,508,Hirfynydd and Mynydd Drumaur,EDF ENERGY RENEWABLES LIMITED,Swansea North 400kV Substation,,0,180,180,31/10/2028,Scoping,Directly Connected,NGET,PV Array (Photo Voltaic/solar); Wind Onshore,a0l4L0000005iw9
510,509,Hirwaun Power Station,HIRWAUN POWER LIMITED,Rhigos GSP,,0,299,299,30/09/2023,Consents Approved,Directly Connected,NGET,OCGT (Open Cycle Gas Turbine),a0l4L0000005isP
511,510,Holes Bay,HARMONY HB LIMITED,Holes Bay Battery Storage,,7.5,0,7.5,,Built,Embedded,NGET,Energy Storage System,a0l4L0000005iQB
512,511,Hollandmey Windfarm,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Hollandmey 132kV Substation,,0,49.5,49.5,01/05/2027,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005ibY
513,512,Holmston Farm Battery Energy Storage System,RENEWABLE ENERGY SYSTEMS LIMITED,Ayr 275/33 kV Substation,,0,49.9,49.9,30/06/2025,Scoping,Embedded,SPT,Energy Storage System,a0l4L0000005iXi
514,513,Holyhead,Recell Energy Bloom Developments Limited,Penrhos GSP,1,0,150,150,30/10/2025,Consents Approved,Embedded,NGET,Biomass,a0l4L0000005iWN
515,514,Holyhead,Recell Energy Bloom Developments Limited,Penrhos GSP,2,0,60,210,31/10/2027,Consents Approved,Embedded,NGET,Biomass,a0l4L0000005iWN
516,657,Loch nan Eun PSH,LOCH NAN EUN STORAGE LIMITED,,,0,900,900,31/10/2029,Scoping,Directly Connected,SHET,Pump Storage,a0l4L0000005ic7
517,515,Hopsrig Wind Farm,HOPSRIG WIND FARM LIMITED,Hopsrig Collector 132/33kV Substation,,0,48,48,30/11/2026,Consents Approved,Directly Connected,SPT,Wind Onshore,a0l4L0000005isf
518,516,Hornsea Power Station 1A,HORNSEA 1 LIMITED,Hornsea Platform 1A Offshore Substation,,400,0,400,,Built,Directly Connected,NGET,Wind Offshore,a0l4L0000005isU
519,517,Hornsea Power Station 1B,HORNSEA 1 LIMITED,Hornsea Platform 1B Offshore Substation,,400,0,400,,Built,Directly Connected,NGET,Wind Offshore,a0l4L0000005isp
520,518,Hornsea Power Station 1C,HORNSEA 1 LIMITED,Hornsea Platform 1C Offshore Substation,,400,0,400,,Built,Directly Connected,NGET,Wind Offshore,a0l4L0000005isq
521,519,Hornsea Power Station 2A,BREESEA LIMITED,Hornsea Platform 2A Offshore Substation,,0,440,440,01/05/2021,Built,Directly Connected,NGET,Wind Offshore,a0l4L0000005isr
522,520,Hornsea Power Station 2B,SOUNDMARK WIND LIMITED,Hornsea Platform 2B Offshore Substation,,0,440,440,01/08/2021,Built,Directly Connected,NGET,Wind Offshore,a0l4L0000005iss
523,521,Hornsea Power Station 2C,SONNINGMAY WIND LIMITED,Hornsea Power Station 2C Offshore platform Substation,,0,440,440,01/10/2021,Built,Directly Connected,NGET,Wind Offshore,a0l4L0000005ist
524,522,Hornsea Power Station 3,ORSTED HORNSEA PROJECT THREE (UK) LIMITED,Hornsea Offshore Platform 3 Substation,1,0,2250,2250,01/10/2026,Consents Approved,Directly Connected,NGET,Wind Offshore,a0l4L0000005in7
525,523,Hornsea Power Station 3,ORSTED HORNSEA PROJECT THREE (UK) LIMITED,Hornsea Offshore Platform 3 Substation,2,0,750,3000,31/12/2028,Consents Approved,Directly Connected,NGET,Wind Offshore,a0l4L0000005in7
526,524,Hornsea Power Station 4,ORSTED HORNSEA PROJECT FOUR LIMITED,Hornsea Offshore Platform 4 Substation,1,0,1500,1500,01/04/2027,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005in6
527,525,Hornsea Power Station 4,ORSTED HORNSEA PROJECT FOUR LIMITED,Hornsea Offshore Platform 4 Substation,2,0,1100,2600,31/10/2028,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005in6
528,526,Housham PV & BESS,Windel Solar 10 Ltd,Navenby 400kV Substation,,0,240,240,30/05/2033,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ivB
529,527,Humber Gateway Offshore Wind Farm,RWE RENEWABLES UK HUMBER WIND LIMITED,Humber Gateway 33/132kV Offshore Substation,,220,0,220,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005iqD
530,528,Hunningley Stairfoot BESS,ADD RENEWABLES NO.3 LIMITED,,,40,0,40,,Built,Embedded,NGET,Energy Storage System,a0l4L0000005iQU
531,529,Hunterston Battery Storage Facility,FLEXIBLEGRIDPOWER2 LTD,Ayrshire Grid 400kV Substation,,0,200,200,12/04/2024,Scoping,Directly Connected,SPT,Energy Storage System; Reactive Compensation,a0l4L0000005igz
532,530,Hunterston Energy Storage Facility,ENERGYGRIDPOWER2 LTD,Ayrshire Grid 400kV Substation,,0,200,200,12/04/2024,Scoping,Directly Connected,SPT,Energy Storage System,a0l4L0000005iNg
533,531,Huntworth,UK POWER RESERVE LIMITED,Taunton GSP,,10,0,10,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iVx
534,532,Hutton Battery Storage,OSSPV001 LIMITED,Hutton 400kV Substation,,10,0,10,,Built,Embedded,NGET,Energy Storage System,a0l4L0000005iOx
535,533,Hywind Wind Farm,HYWIND (SCOTLAND) LIMITED,Peterhead Grange GSP,,30,0,30,,Built,Embedded,SHET,Energy Storage System; Wind Onshore,a0l4L0000005iXR
536,534,Icewind Blyth,Hecate Offshore Wind Limited,Blyth 400kV Substation,,0,1000,1000,31/10/2031,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005iwT
537,535,Icewind Connah's Quay,Hecate Offshore Wind Limited,Connah's Quay GSP,,0,1000,1000,01/11/2033,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005igI
538,536,Icewind Hawthorn Pit,Hecate Offshore Wind Limited,Hawthorn Pit GSP,,0,1000,1000,31/10/2031,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005igH
539,537,Icewind Hinkley Point,Hecate Offshore Wind Limited,Hinkley Point 400kV Substation,,0,1000,1000,01/11/2028,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005igJ
540,538,Immingham,VPI IMMINGHAM LLP,Humber Refinery 400kV Substation,1,1218,0,1218,,Built,Directly Connected,NGET,CHP (Combined Heat and Power),a0l4L0000005im7
541,539,Immingham,VPI IMMINGHAM LLP,Humber Refinery 400kV Substation,2,0,50,1268,01/10/2022,Under Construction/Commissioning,Directly Connected,NGET,CHP (Combined Heat and Power),a0l4L0000005im7
542,540,Inch Cape Offshore Wind Farm Platform 1,INCH CAPE OFFSHORE LIMITED,,,0,540,540,01/04/2025,Consents Approved,Directly Connected,SPT,Wind Offshore,a0l4L0000005it3
543,541,Inch Cape Offshore Wind Farm Platform 2,INCH CAPE OFFSHORE LIMITED,Inch Cape Platform 2 220/66kV Offshore Substation,,0,540,540,01/04/2025,Consents Approved,Directly Connected,SPT,Wind Offshore,a0l4L0000005it4
544,542,Indian Queens,GRIDMOVE LTD,Indian Queens GSP,,0,437,437,31/10/2031,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ix9
545,543,Indian Queens,INDIAN QUEENS POWER LIMITED,Indian Queens 400kV Substation,,140,0,140,,Built,Directly Connected,NGET,OCGT (Open Cycle Gas Turbine),a0l4L0000005iZD
546,544,Indian Queens,IQ ENERGY CENTRE LIMITED,Indian Queens 400kV/33kV Substation,,0,49.9,49.9,30/10/2024,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iZC
547,545,Indian Queens,PIVOTED POWER LLP,Indian Queens 400kV Substation,,0,49.9,49.9,31/10/2023,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005iqf
548,547,Iron Acton,HD000ACT LTD,Iron Acton 132kV Substation,1,0,49.9,49.9,31/10/2023,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005inO
549,548,Iron Acton,HD000ACT LTD,Iron Acton 132kV Substation,2,0,70.1,120,31/10/2028,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005inO
550,549,Iron Acton,IRON ACTON GREEN LIMITED,Iron Acton GSP,1,0,49.9,49.9,31/07/2022,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iod
